level_0,level_1,score
LED-display-domain-7digit,lr,
LED-display-domain-7digit,rf,
LED-display-domain-7digit,svm,
LED-display-domain-7digit,mlp,
LED-display-domain-7digit,knn,
irish,lr,
irish,rf,
irish,svm,
irish,mlp,
irish,knn,
PopularKids,lr,
PopularKids,rf,
PopularKids,svm,
PopularKids,mlp,
PopularKids,knn,
analcatdata_apnea2,lr,
analcatdata_apnea2,rf,
analcatdata_apnea2,svm,
analcatdata_apnea2,mlp,
analcatdata_apnea2,knn,
analcatdata_apnea1,lr,
analcatdata_apnea1,rf,
analcatdata_apnea1,svm,
analcatdata_apnea1,mlp,
analcatdata_apnea1,knn,
thoracic-surgery,lr,
thoracic-surgery,rf,
thoracic-surgery,svm,
thoracic-surgery,mlp,
thoracic-surgery,knn,
analcatdata_vineyard,lr,
analcatdata_vineyard,rf,
analcatdata_vineyard,svm,
analcatdata_vineyard,mlp,
analcatdata_vineyard,knn,
chscase_vine2,lr,
chscase_vine2,rf,
chscase_vine2,svm,
chscase_vine2,mlp,
chscase_vine2,knn,
sa-heart,lr,
sa-heart,rf,
sa-heart,svm,
sa-heart,mlp,
sa-heart,knn,
analcatdata_apnea3,lr,
analcatdata_apnea3,rf,
analcatdata_apnea3,svm,
analcatdata_apnea3,mlp,
analcatdata_apnea3,knn,
wholesale-customers,lr,
wholesale-customers,rf,
wholesale-customers,svm,
wholesale-customers,mlp,
wholesale-customers,knn,
mw1,lr,
mw1,rf,
mw1,svm,
mw1,mlp,
mw1,knn,
user-knowledge,lr,
user-knowledge,rf,
user-knowledge,svm,
user-knowledge,mlp,
user-knowledge,knn,
chscase_census5,lr,
chscase_census5,rf,
chscase_census5,svm,
chscase_census5,mlp,
chscase_census5,knn,
chscase_census4,lr,
chscase_census4,rf,
chscase_census4,svm,
chscase_census4,mlp,
chscase_census4,knn,
chscase_census3,lr,
chscase_census3,rf,
chscase_census3,svm,
chscase_census3,mlp,
chscase_census3,knn,
chscase_census2,lr,
chscase_census2,rf,
chscase_census2,svm,
chscase_census2,mlp,
chscase_census2,knn,
chscase_census6,lr,
chscase_census6,rf,
chscase_census6,svm,
chscase_census6,mlp,
chscase_census6,knn,
analcatdata_germangss,lr,
analcatdata_germangss,rf,
analcatdata_germangss,svm,
analcatdata_germangss,mlp,
analcatdata_germangss,knn,
calendarDOW,lr,
calendarDOW,rf,
calendarDOW,svm,
calendarDOW,mlp,
calendarDOW,knn,
autoMpg,lr,
autoMpg,rf,
autoMpg,svm,
autoMpg,mlp,
autoMpg,knn,
vinnie,lr,
vinnie,rf,
vinnie,svm,
vinnie,mlp,
vinnie,knn,
jEdit_4.2_4.3,lr,
jEdit_4.2_4.3,rf,
jEdit_4.2_4.3,svm,
jEdit_4.2_4.3,mlp,
jEdit_4.2_4.3,knn,
dermatology,lr,
dermatology,rf,
dermatology,svm,
dermatology,mlp,
dermatology,knn,
analcatdata_draft,lr,
analcatdata_draft,rf,
analcatdata_draft,svm,
analcatdata_draft,mlp,
analcatdata_draft,knn,
analcatdata_birthday,lr,
analcatdata_birthday,rf,
analcatdata_birthday,svm,
analcatdata_birthday,mlp,
analcatdata_birthday,knn,
ionosphere,lr,
ionosphere,rf,
ionosphere,svm,
ionosphere,mlp,
ionosphere,knn,
SPECTF,lr,
SPECTF,rf,
SPECTF,svm,
SPECTF,mlp,
SPECTF,knn,
penguins,lr,
penguins,rf,
penguins,svm,
penguins,mlp,
penguins,knn,
CastMetal1,lr,
CastMetal1,rf,
CastMetal1,svm,
CastMetal1,mlp,
CastMetal1,knn,
visualizing_galaxy,lr,
visualizing_galaxy,rf,
visualizing_galaxy,svm,
visualizing_galaxy,mlp,
visualizing_galaxy,knn,
plasma_retinol,lr,
plasma_retinol,rf,
plasma_retinol,svm,
plasma_retinol,mlp,
plasma_retinol,knn,
solar-flare,lr,
solar-flare,rf,
solar-flare,svm,
solar-flare,mlp,
solar-flare,knn,
diggle_table_a2,lr,
diggle_table_a2,rf,
diggle_table_a2,svm,
diggle_table_a2,mlp,
diggle_table_a2,knn,
vertebra-column,lr,
vertebra-column,rf,
vertebra-column,svm,
vertebra-column,mlp,
vertebra-column,knn,
haberman,lr,
haberman,rf,
haberman,svm,
haberman,mlp,
haberman,knn,
heart-c,lr,
heart-c,rf,
heart-c,svm,
heart-c,mlp,
heart-c,knn,
cleveland,lr,
cleveland,rf,
cleveland,svm,
cleveland,mlp,
cleveland,knn,
cholesterol,lr,
cholesterol,rf,
cholesterol,svm,
cholesterol,mlp,
cholesterol,knn,
cleve,lr,
cleve,rf,
cleve,svm,
cleve,mlp,
cleve,knn,
cleveland-nominal,lr,
cleveland-nominal,rf,
cleveland-nominal,svm,
cleveland-nominal,mlp,
cleveland-nominal,knn,
CostaMadre1,lr,
CostaMadre1,rf,
CostaMadre1,svm,
CostaMadre1,mlp,
CostaMadre1,knn,
Heart_disease_prediction_20,lr,
Heart_disease_prediction_20,rf,
Heart_disease_prediction_20,svm,
Heart_disease_prediction_20,mlp,
Heart_disease_prediction_20,knn,
breast-cancer,lr,
breast-cancer,rf,
breast-cancer,svm,
breast-cancer,mlp,
breast-cancer,knn,
breastTumor,lr,
breastTumor,rf,
breastTumor,svm,
breastTumor,mlp,
breastTumor,knn,
analcatdata_broadwaymult,lr,
analcatdata_broadwaymult,rf,
analcatdata_broadwaymult,svm,
analcatdata_broadwaymult,mlp,
analcatdata_broadwaymult,knn,
mu284,lr,
mu284,rf,
mu284,svm,
mu284,mlp,
mu284,knn,
DiabeticMellitus,lr,
DiabeticMellitus,rf,
DiabeticMellitus,svm,
DiabeticMellitus,mlp,
DiabeticMellitus,knn,
breast-cancer-dropped-missing-attributes-values,lr,
breast-cancer-dropped-missing-attributes-values,rf,
breast-cancer-dropped-missing-attributes-values,svm,
breast-cancer-dropped-missing-attributes-values,mlp,
breast-cancer-dropped-missing-attributes-values,knn,
jEdit_4.0_4.2,lr,
jEdit_4.0_4.2,rf,
jEdit_4.0_4.2,svm,
jEdit_4.0_4.2,mlp,
jEdit_4.0_4.2,knn,
heart-statlog,lr,
heart-statlog,rf,
heart-statlog,svm,
heart-statlog,mlp,
heart-statlog,knn,
SPECT,lr,
SPECT,rf,
SPECT,svm,
SPECT,mlp,
SPECT,knn,
Touch2,lr,
Touch2,rf,
Touch2,svm,
Touch2,mlp,
Touch2,knn,
analcatdata_lawsuit,lr,
analcatdata_lawsuit,rf,
analcatdata_lawsuit,svm,
analcatdata_lawsuit,mlp,
analcatdata_lawsuit,knn,
rmftsa_ctoarrivals,lr,
rmftsa_ctoarrivals,rf,
rmftsa_ctoarrivals,svm,
rmftsa_ctoarrivals,mlp,
rmftsa_ctoarrivals,knn,
MegaWatt1,lr,
MegaWatt1,rf,
MegaWatt1,svm,
MegaWatt1,mlp,
MegaWatt1,knn,
bodyfat,lr,
bodyfat,rf,
bodyfat,svm,
bodyfat,mlp,
bodyfat,knn,
qualitative-bankruptcy,lr,
qualitative-bankruptcy,rf,
qualitative-bankruptcy,svm,
qualitative-bankruptcy,mlp,
qualitative-bankruptcy,knn,
prnn_synth,lr,
prnn_synth,rf,
prnn_synth,svm,
prnn_synth,mlp,
prnn_synth,knn,
conference_attendance,lr,
conference_attendance,rf,
conference_attendance,svm,
conference_attendance,mlp,
conference_attendance,knn,
chatfield_4,lr,
chatfield_4,rf,
chatfield_4,svm,
chatfield_4,mlp,
chatfield_4,knn,
chscase_whale,lr,
chscase_whale,rf,
chscase_whale,svm,
chscase_whale,mlp,
chscase_whale,knn,
lungcancer_GSE31210,lr,
lungcancer_GSE31210,rf,
lungcancer_GSE31210,svm,
lungcancer_GSE31210,mlp,
lungcancer_GSE31210,knn,
chscase_geyser1,lr,
chscase_geyser1,rf,
chscase_geyser1,svm,
chscase_geyser1,mlp,
chscase_geyser1,knn,
thyroid-new,lr,
thyroid-new,rf,
thyroid-new,svm,
thyroid-new,mlp,
thyroid-new,knn,
glass,lr,
glass,rf,
glass,svm,
glass,mlp,
glass,knn,
prnn_fglass,lr,
prnn_fglass,rf,
prnn_fglass,svm,
prnn_fglass,mlp,
prnn_fglass,knn,
seeds,lr,
seeds,rf,
seeds,svm,
seeds,mlp,
seeds,knn,
biomed,lr,
biomed,rf,
biomed,svm,
biomed,mlp,
biomed,knn,
cpu,lr,
cpu,rf,
cpu,svm,
cpu,mlp,
cpu,knn,
machine_cpu,lr,
machine_cpu,rf,
machine_cpu,svm,
machine_cpu,mlp,
machine_cpu,knn,
sonar,lr,
sonar,rf,
sonar,svm,
sonar,mlp,
sonar,knn,
regime_alimentaire,lr,
regime_alimentaire,rf,
regime_alimentaire,svm,
regime_alimentaire,mlp,
regime_alimentaire,knn,
heart-long-beach,lr,
heart-long-beach,rf,
heart-long-beach,svm,
heart-long-beach,mlp,
heart-long-beach,knn,
pwLinear,lr,
pwLinear,rf,
pwLinear,svm,
pwLinear,mlp,
pwLinear,knn,
prnn_crabs,lr,
prnn_crabs,rf,
prnn_crabs,svm,
prnn_crabs,mlp,
prnn_crabs,knn,
parkinsons,lr,
parkinsons,rf,
parkinsons,svm,
parkinsons,mlp,
parkinsons,knn,
pharynx,lr,
pharynx,rf,
pharynx,svm,
pharynx,mlp,
pharynx,knn,
KnuggetChase3,lr,
KnuggetChase3,rf,
KnuggetChase3,svm,
KnuggetChase3,mlp,
KnuggetChase3,knn,
wisconsin,lr,
wisconsin,rf,
wisconsin,svm,
wisconsin,mlp,
wisconsin,knn,
lowbwt,lr,
lowbwt,rf,
lowbwt,svm,
lowbwt,mlp,
lowbwt,knn,
triazines,lr,
triazines,rf,
triazines,svm,
triazines,mlp,
triazines,knn,
chscase_funds,lr,
chscase_funds,rf,
chscase_funds,svm,
chscase_funds,mlp,
chscase_funds,knn,
planning-relax,lr,
planning-relax,rf,
planning-relax,svm,
planning-relax,mlp,
planning-relax,knn,
Smartphone-Based_Recognition_of_Human_Activities,lr,
Smartphone-Based_Recognition_of_Human_Activities,rf,
Smartphone-Based_Recognition_of_Human_Activities,svm,
Smartphone-Based_Recognition_of_Human_Activities,mlp,
Smartphone-Based_Recognition_of_Human_Activities,knn,
backache,lr,
backache,rf,
backache,svm,
backache,mlp,
backache,knn,
wine,lr,
wine,rf,
wine,svm,
wine,mlp,
wine,knn,
servo,lr,
servo,rf,
servo,svm,
servo,mlp,
servo,knn,
robot-failures-lp5,lr,
robot-failures-lp5,rf,
robot-failures-lp5,svm,
robot-failures-lp5,mlp,
robot-failures-lp5,knn,
analcatdata_wildcat,lr,
analcatdata_wildcat,rf,
analcatdata_wildcat,svm,
analcatdata_wildcat,mlp,
analcatdata_wildcat,knn,
mc2,lr,
mc2,rf,
mc2,svm,
mc2,mlp,
mc2,knn,
corral,lr,
corral,rf,
corral,svm,
corral,mlp,
corral,knn,
hayes-roth,lr,
hayes-roth,rf,
hayes-roth,svm,
hayes-roth,mlp,
hayes-roth,knn,
auto_price,lr,
auto_price,rf,
auto_price,svm,
auto_price,mlp,
auto_price,knn,
autoPrice,lr,
autoPrice,rf,
autoPrice,svm,
autoPrice,mlp,
autoPrice,knn,
analcatdata_gsssexsurvey,lr,
analcatdata_gsssexsurvey,rf,
analcatdata_gsssexsurvey,svm,
analcatdata_gsssexsurvey,mlp,
analcatdata_gsssexsurvey,knn,
TuningSVMs,lr,
TuningSVMs,rf,
TuningSVMs,svm,
TuningSVMs,mlp,
TuningSVMs,knn,
grub-damage,lr,
grub-damage,rf,
grub-damage,svm,
grub-damage,mlp,
grub-damage,knn,
teachingAssistant,lr,
teachingAssistant,rf,
teachingAssistant,svm,
teachingAssistant,mlp,
teachingAssistant,knn,
tae,lr,
tae,rf,
tae,svm,
tae,mlp,
tae,knn,
iris,lr,
iris,rf,
iris,svm,
iris,mlp,
iris,knn,
iris-example,lr,
iris-example,rf,
iris-example,svm,
iris-example,mlp,
iris-example,knn,
sleuth_case2002,lr,
sleuth_case2002,rf,
sleuth_case2002,svm,
sleuth_case2002,mlp,
sleuth_case2002,knn,
kc1-top5,lr,
kc1-top5,rf,
kc1-top5,svm,
kc1-top5,mlp,
kc1-top5,knn,
kc1-binary,lr,
kc1-binary,rf,
kc1-binary,svm,
kc1-binary,mlp,
kc1-binary,knn,
newton_hema,lr,
newton_hema,rf,
newton_hema,svm,
newton_hema,mlp,
newton_hema,knn,
veteran,lr,
veteran,rf,
veteran,svm,
veteran,mlp,
veteran,knn,
analcatdata_boxing2,lr,
analcatdata_boxing2,rf,
analcatdata_boxing2,svm,
analcatdata_boxing2,mlp,
analcatdata_boxing2,knn,
analcatdata_seropositive,lr,
analcatdata_seropositive,rf,
analcatdata_seropositive,svm,
analcatdata_seropositive,mlp,
analcatdata_seropositive,knn,
transplant,lr,
transplant,rf,
transplant,svm,
transplant,mlp,
transplant,knn,
datatrieve,lr,
datatrieve,rf,
datatrieve,svm,
datatrieve,mlp,
datatrieve,knn,
visualizing_livestock,lr,
visualizing_livestock,rf,
visualizing_livestock,svm,
visualizing_livestock,mlp,
visualizing_livestock,knn,
humandevel,lr,
humandevel,rf,
humandevel,svm,
humandevel,mlp,
humandevel,knn,
mux6,lr,
mux6,rf,
mux6,svm,
mux6,mlp,
mux6,knn,
MindCave2,lr,
MindCave2,rf,
MindCave2,svm,
MindCave2,mlp,
MindCave2,knn,
fruitfly,lr,
fruitfly,rf,
fruitfly,svm,
fruitfly,mlp,
fruitfly,knn,
KungChi3,lr,
KungChi3,rf,
KungChi3,svm,
KungChi3,mlp,
KungChi3,knn,
heart-switzerland,lr,
heart-switzerland,rf,
heart-switzerland,svm,
heart-switzerland,mlp,
heart-switzerland,knn,
ar1,lr,
ar1,rf,
ar1,svm,
ar1,mlp,
ar1,knn,
analcatdata_boxing1,lr,
analcatdata_boxing1,rf,
analcatdata_boxing1,svm,
analcatdata_boxing1,mlp,
analcatdata_boxing1,knn,
rabe_266,lr,
rabe_266,rf,
rabe_266,svm,
rabe_266,mlp,
rabe_266,knn,
robot-failures-lp4,lr,
robot-failures-lp4,rf,
robot-failures-lp4,svm,
robot-failures-lp4,mlp,
robot-failures-lp4,knn,
visualizing_environmental,lr,
visualizing_environmental,rf,
visualizing_environmental,svm,
visualizing_environmental,mlp,
visualizing_environmental,knn,
cloud,lr,
cloud,rf,
cloud,svm,
cloud,mlp,
cloud,knn,
analcatdata_michiganacc,lr,
analcatdata_michiganacc,rf,
analcatdata_michiganacc,svm,
analcatdata_michiganacc,mlp,
analcatdata_michiganacc,knn,
ar4,lr,
ar4,rf,
ar4,svm,
ar4,mlp,
ar4,knn,
molecular-biology_promoters,lr,
molecular-biology_promoters,rf,
molecular-biology_promoters,svm,
molecular-biology_promoters,mlp,
molecular-biology_promoters,knn,
breast-tissue,lr,
breast-tissue,rf,
breast-tissue,svm,
breast-tissue,mlp,
breast-tissue,knn,
ar6,lr,
ar6,rf,
ar6,svm,
ar6,mlp,
ar6,knn,
zoo,lr,
zoo,rf,
zoo,svm,
zoo,mlp,
zoo,knn,
fertility,lr,
fertility,rf,
fertility,svm,
fertility,mlp,
fertility,knn,
analcatdata_creditscore,lr,
analcatdata_creditscore,rf,
analcatdata_creditscore,svm,
analcatdata_creditscore,mlp,
analcatdata_creditscore,knn,
blogger,lr,
blogger,rf,
blogger,svm,
blogger,mlp,
blogger,knn,
analcatdata_chlamydia,lr,
analcatdata_chlamydia,rf,
analcatdata_chlamydia,svm,
analcatdata_chlamydia,mlp,
analcatdata_chlamydia,knn,
analcatdata_neavote,lr,
analcatdata_neavote,rf,
analcatdata_neavote,svm,
analcatdata_neavote,mlp,
analcatdata_neavote,knn,
